Experiments,ERabs<--ACabs,ERabs<--BAabs,ERabs<--BHabs,ERabs<--BLabs,ERabs<--BUabs,ERabs<--CAabs,ERabs<--CCabs,ERabs<--CHabs,ERabs<--DFabs,ERabs<--ELabs,ERabs<--ERabs,ERabs<--FPabs,ERabs<--PCabs,ERabs<--PJabs,ERabs<--RIabs,ERabs<--pH,ERabs<--Lactate,ERabs<--Butyrate,ERabs<--Acetate,ERabs<--AcGum,ERabs<--ArGal,ERabs<--Inulin,ERabs<--Pectin,ERabs<--Starch,ERabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-RI-Xylan,-0.00842237614819573,-0.0033605138564275373,0.005998238377893965,0.0,-0.002867787222688397,0.0014776266179978848,-0.004474535067048337,-0.0012443075732638438,-9.83194655014409e-06,-0.010046673007309437,0.006097121552253763,7.112202648487355e-05,0.0,0.0,-0.0036642568755067056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020446173122359648,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.6881322633868306,0.999950002499775,0.7142857142856683,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-RI-4Inulin-1Pectin-1Starch,-0.014705730191267589,-0.026551094125298894,0.004276306902551476,0.0,-0.04542134639204425,-0.005318713812705348,-0.0018134176566758577,0.005030225250212585,-0.002431267242440406,-0.013370049953022423,0.020484198117628694,0.0,0.0,0.0,-0.018876925056033275,0.0,0.0,0.0,0.0,0.0,0.0,0.0587352921583635,0.01968005795360488,0.017144972403698108,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-RI-5Inulin-1Pectin,-0.017249548393819068,-0.010246639579741491,0.0032557097082543704,0.0,-0.007893516863178875,-0.010763992658919759,-0.0021269743511867193,0.0004831723506665892,0.0014516686658478445,-0.01838712254539132,0.03184930752548906,0.0,0.0,0.0,-0.008788972549761334,0.0,0.0,0.0,0.0,0.0,0.0,0.0508792860329979,0.015611907674206628,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-ER-FP-4Inulin-1Pectin-1Starch,-0.0025916939808262717,-0.02090791025612917,0.0009735871313346757,0.0,-0.023361004604440596,-0.03228203372822867,0.004954579338017438,-0.0004539601504802704,-0.0006136073627405696,0.0,0.05175817028308908,0.0037703667249944475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10551621550176707,0.036939905697686806,0.018248231124339834,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BH-BU-CA-CC-CH-DF-ER-FP-4Inulin-1Pectin-1Xylan,-0.0035950440085596507,-0.028349765576422215,6.695112420452965e-05,0.0,-0.01286080715039538,-0.03207054930842585,0.006112367069969575,0.004890189299152957,0.001679964932716555,0.0,0.053883732529357076,0.0010227779599113597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08010397745399839,0.020457971815226808,0.0,0.0200581601044784,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BH-BU-CA-CC-CH-DF-ER-FP-5Inulin-1Pectin,-0.01628430197015405,-0.012828462547622621,0.00016859453171491623,0.0,-0.0026603532023727894,-0.03333629830740392,-0.0003675845451653004,0.006580937886610627,0.0013994813431054353,0.0,0.06175924129784107,0.004892703983932734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07999212429858744,0.04252550227101892,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-ER-FP-PJ-RI-5Inulin-1Pectin,-0.022273667485398406,-0.020766494686112684,0.0002836210050565355,0.0,0.015292683972374481,-0.033896045540185535,0.006728425211108783,0.0055178941556197755,0.0012742827975136392,0.0,0.04094729305464117,0.013052235412247041,0.0,-0.020318573409253183,0.0010963443064076058,0.0,0.0,0.0,0.0,0.0,0.0,0.06453649305245455,0.036569682169048226,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.999950002500375,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-ER-FP-RI-3Inulin-1Pectin-1Starch-1Xylan,-0.01002449551015161,-0.024142188136465847,0.015684397658333182,0.0,-0.0250733396387659,-0.01913280616281554,0.009498544357484207,0.00232100608991459,0.000387760519515723,0.0,0.04090740031097084,0.004074972704984248,0.0,0.0,0.0014756607124581933,0.0,0.0,0.0,0.0,0.0,0.0,0.05304207612061873,0.011062567180488259,0.010689544258639216,0.02438170975074172,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.5,0.1666666666666666,0.1666666666666666,0.1666666666666666
AC-BA-BH-BU-CA-CC-CH-DF-ER-FP-RI-4Inulin-1Pectin-1Starch,-0.003906937261276385,-0.02856592308072483,0.004300311043420259,0.0,-0.03243473774808295,-0.030880721285939217,0.007621584131437189,0.007157812333282302,-0.00043289648259387296,0.0,0.0600707467426272,0.004806854269083808,0.0,0.0,-0.016913704738459167,0.0,0.0,0.0,0.0,0.0,0.0,0.07435204247560571,0.029973397360128516,0.023745218620580787,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BH-BU-CA-CC-CH-DF-ER-FP-RI-4Inulin-1Pectin-1Xylan,-0.0007324732894844868,-0.03939107293263078,0.003937880344250623,0.0,-0.03455933314912459,-0.019475156605681953,0.0014138878597056165,-0.0018968785126857897,-0.0022973485619706266,0.0,0.06343328755568056,0.0015045056009993835,0.0,0.0,0.003876559463713099,0.0,0.0,0.0,0.0,0.0,0.0,0.053848191164433956,0.042624159332583934,0.0,0.016309405567453188,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BH-BU-CA-CC-CH-DF-ER-FP-RI-4Inulin-2Pectin,-0.013285888462430902,-0.028678975585434172,0.008462677787368497,0.0,0.0007120453649097019,-0.023878693451277085,-0.0035865381618754733,0.010097576848541697,0.0026481906986898845,0.0,0.06142938416451216,0.005137832783576515,0.0,0.0,-0.00340295006107125,0.0,0.0,0.0,0.0,0.0,0.0,0.06877762995039423,0.06555843066113691,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-ER-FP-RI-5Inulin-1Pectin,-0.003954595420509577,-0.008882655839746198,0.0013455651027874814,0.0,-0.009797495582865344,-0.03729030603749885,-0.00021581982986794578,-0.004699965162823598,0.0006889893362919489,0.0,0.05741388234309852,0.009244845507459508,0.0,0.0,-0.010270605484644571,0.0,0.0,0.0,0.0,0.0,0.0,0.07548567688920432,0.032023533790682755,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-ER-PJ-RI-2Inulin-1Pectin-1Starch-2Xylan,0.0009343225683551282,-0.0323260863951873,0.006398576806532219,0.0,-0.031007908459287137,0.00680355413351208,0.005677356297383085,0.005631390027701855,0.0010079421917907894,0.0,-0.0009771864279173315,0.0,0.0,-0.030804683192400262,-0.009521324653178453,0.0,0.0,0.0,0.0,0.0,0.0,0.00929719879059121,0.008324239286594093,0.01925564804696478,0.032178384833969176,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.999950002500375,0.9160361284654067,0.0,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.3333333333333333
AC-BA-BH-BU-CA-CC-CH-DF-ER-RI-4Inulin-1Pectin-1Starch,0.00016611343663599755,-0.03967513325106767,0.0032860745882822406,0.0,-0.01590130002134376,-0.023875679406854842,0.0013616358757846886,-0.0010588016464478439,-0.0009138805067373647,0.0,0.052333372075938515,0.0,0.0,0.0,-0.014582264495806562,0.0,0.0,0.0,0.0,0.0,0.0,0.07181240333658126,0.03338368397413029,0.02503064823233419,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BH-BU-CA-CC-CH-DF-ER-RI-5Inulin-1Pectin,-0.0072402275865897535,-0.022838556300848724,-0.0048564938362687824,0.0,0.0027942695189267395,-0.02529740552417934,-0.002502486319281161,0.0001925179036334157,0.0022495469311252236,0.0,0.04890441256575286,0.0,0.0,0.0,-0.0005955430679023266,0.0,0.0,0.0,0.0,0.0,0.0,0.05903264977969229,0.029635110404342413,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-FP-PJ-RI-5Inulin-1Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.0,0.714285714286097,0.0,0.999950002500375,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-EL-PC-PJ-RI-Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.6881322633868306,0.0,0.0,0.7936507936507142,0.999950002499775,1.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BU-CA-CC-CH-ER-FP-PC-PJ-Starch,-0.009130477602593601,-0.09032153475563973,0.009611049573868513,0.0,-0.056117606442421676,0.0033594272565096615,0.005762408231385052,0.01549245836213231,0.0,0.0,0.03778197509236634,0.0062770713586360214,0.0011081592179834842,-0.011649864818900823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07093439891468734,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.7142857142856683,0.7936507936507142,0.999950002499775,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BU-CA-CC-CH-ER-FP-RI-5Inulin-1Pectin,-0.02823219965212047,-0.017883087694644927,0.0005501265171915293,0.0,0.0010221666656434537,-0.03484785808250308,-0.007024618098512292,0.00029895203188061713,0.0,0.0,0.07688951953314245,0.006561769638210535,0.0,0.0,-0.00590326520614326,0.0,0.0,0.0,0.0,0.0,0.0,0.0597254971973598,0.0345292114187032,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-CC-DF-EL-ER-FP-RI-5Inulin-1Pectin,-0.030899677839544084,-0.020728940377011895,-0.00044787318135301274,0.0,0.01798413867234356,-0.0193179651008298,0.0032385858551909528,0.0,-0.0026741868609355558,-0.02903024319352375,0.036281949271344476,-0.0007430348648793168,0.0,0.0,-0.0028251937280098596,0.0,0.0,0.0,0.0,0.0,0.0,0.05082424937023057,0.029233978336883917,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-CC-DF-EL-ER-RI-3Inulin-1Pectin-2Starch,-0.02431075254248248,-0.050770201772037477,0.01088218411637677,0.0,-0.04928749887686637,0.006211182102560997,0.003998903971579339,0.0,-0.0039582073998947935,-0.014430774893197749,0.04048720276397136,0.0,0.0,0.0,0.00040918076410889626,0.0,0.0,0.0,0.0,0.0,0.0,0.02531914071490367,0.023676243817640677,0.021004803013056517,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.7599620019004051,0.999950002500375,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.5,0.1666666666666666,0.3333333333333333,0.0
AC-BA-BH-BU-CA-CC-DF-ER-FP-5Inulin-1Pectin,-0.022082510005150522,-0.021408532790484883,-0.003878580273262092,0.0,0.013071494132635138,-0.03365391359797546,-0.0006997219419905118,0.0,0.005991684095490547,0.0,0.06435210874215477,0.0012602671271278744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08854534259686868,0.032264924785565766,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-CC-DF-ER-FP-RI-4Inulin-1Pectin-1Starch,-0.009886944045623144,-0.03649797813139028,0.004311411951979001,0.0,-0.0014706086626069413,-0.034142560687743954,-0.0027893721643421385,0.0,0.002053570467978716,0.0,0.05464170560137265,0.001788078962514798,0.0,0.0,-0.010703699611541297,0.0,0.0,0.0,0.0,0.0,0.0,0.0494923339639273,0.036350130983110934,0.020434688155849774,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BH-BU-CA-CC-DF-ER-FP-RI-5Inulin-1Pectin,-0.017007841588929297,-0.025633358815684914,0.005614191107451916,0.0,0.0184634004952386,-0.02890416029840708,0.0011202475288882852,0.0,0.004663540492765605,0.0,0.06342819535639137,0.010311396629549562,0.0,0.0,-0.005072652944363654,0.0,0.0,0.0,0.0,0.0,0.0,0.0669861702248454,0.02653274768963456,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-CH-DF-EL-ER-FP-5Inulin-1Pectin,-0.020937202591449024,-0.013463432854041456,-0.00900130607187748,0.0,-0.00772921193856746,-0.014494860451668501,0.0,0.0012685126625001431,-0.005288532678969204,-0.02025966269429773,0.03994200464803725,-0.005521090072579682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05969429984688759,0.038743492844514546,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-CH-DF-EL-ER-FP-PC-RI-5Inulin-1Pectin,-0.005380852147936821,-0.0020310353378162663,-0.0024849775740328956,0.0,-0.023433565436040655,-0.024039290900177816,0.0,-0.0032789447509190615,0.004128875539583319,-0.0038280607584644764,0.04716531976180918,0.0022143433966180857,0.024418824023621923,0.0,-0.00857281788964482,0.0,0.0,0.0,0.0,0.0,0.0,0.05175325625083026,0.022326833678080756,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.7936507936511905,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-CH-DF-EL-ER-FP-PJ-5Inulin-1Pectin,-0.008335821330547333,-0.01213839515629742,-0.0024032360977596706,0.0,-0.0035113474975029626,-0.007175093154526419,0.0,0.010164690980066856,0.0006514253715674082,-0.03043718993042906,0.030793558702700667,-0.004710386869394117,0.0,-0.011981561003873745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05059585109766987,0.021891929674893618,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.999950002500375,0.0,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-CH-DF-EL-ER-FP-PJ-RI-5Inulin-1Pectin,-0.004841071991797756,-0.007841485442922395,-0.0068038065972573615,0.0,-0.04000071666258223,-0.02205376625608872,0.0,0.00527092011864571,-0.005336961544611875,-0.017542747725896975,0.03235013218706145,0.006257513181909043,0.0,-0.00986723807256888,-0.006418834495193818,0.0,0.0,0.0,0.0,0.0,0.0,0.04493736185352592,0.02427064994459643,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.999950002500375,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-CH-DF-EL-ER-FP-RI-4Inulin-1Pectin-1Starch,-0.023421380860621437,-0.01739069605794023,-0.0032714170622913275,0.0,-0.04865525282152435,-0.011883872698115952,0.0,0.0009568549747414448,-0.011490082943483311,-0.01946133314905798,0.025008820901241374,-0.001037102411775028,0.0,0.0,-0.011836250586544765,0.0,0.0,0.0,0.0,0.0,0.0,0.056620265576331055,0.02485892494373462,0.00480950900408275,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BH-BU-CA-CH-DF-EL-ER-FP-RI-5Inulin-1Pectin,-0.010108531375105182,-0.009656668666543232,-0.002439001575112343,0.0,-0.013342675959898366,-0.0017242049280967978,0.0,-0.0006567191901720233,-0.005712684942409396,-0.0006898767314851284,0.0016449462467183669,-0.0021766190831032065,0.0,0.0,-0.01792998195418881,0.0,0.0,0.0,0.0,0.0,0.0,0.03627770497567124,0.026879974640905857,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-CH-DF-EL-ER-FP-RI-AcGum,-0.004143936303444206,0.006504440400749445,-0.003502517007291317,0.0,-0.01376593396998942,-0.0037879962008446457,0.0,0.004079887922853231,-0.0005327189341187477,0.005221216683275997,0.005137095879763365,0.0007689235731959343,0.0,0.0,0.0015382359270006418,0.0,0.0,0.0,0.0,0.002483302028849721,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.6881322633868306,0.999950002499775,0.7142857142856683,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BU-CA-CH-DF-ER-FP-5Inulin-1Pectin,-0.004447814431928453,-0.020097310566121622,-0.0011782737094021979,0.0,-0.008912965566629455,-0.031995599335503014,0.0,-0.0027055079117417336,-0.003296425122590292,0.0,0.0635733183562046,0.0046081228758252804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09857986741034049,0.040674646340665366,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-CH-DF-ER-FP-PJ-4Inulin-1Pectin-1Starch,-0.020004563499242067,0.0029554193735950524,0.007306862932940324,0.0,-0.017578233395599656,-0.026999987247917388,0.0,0.0006921316186587015,-0.005214007571339607,0.0,0.048581258290343814,0.005594363229142295,0.0,-0.03445456792703933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04881048981203801,0.031102503856850996,0.01128802301051716,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.999950002500375,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BH-BU-CA-CH-DF-ER-FP-PJ-RI-4Inulin-1Pectin-1Xylan,0.008298403309548603,-0.03515228053883595,0.0007305271266137852,0.0,0.00728628970682621,-0.03231056544053204,0.0,-0.007005161386640633,-0.001316177220467259,0.0,0.04700328771244077,0.0014183904208681162,0.0,-0.019493627635871664,-0.0028445418266689077,0.0,0.0,0.0,0.0,0.0,0.0,0.03879793804577168,0.025256844840067273,0.0,0.013437681612284744,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.999950002500375,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BH-BU-CA-CH-DF-ER-FP-RI-3Inulin-1Pectin-1Starch-1Xylan,-0.008233357248279978,-0.03567112806965323,0.011836830362239304,0.0,-0.04814473947729258,-0.016066221410737318,0.0,0.0036607394542764217,-0.003447467351661009,0.0,0.04094014218186631,-0.0027090577299104016,0.0,0.0,-0.006499900509986807,0.0,0.0,0.0,0.0,0.0,0.0,0.07570453327806557,0.025171861299039686,0.012485851862413041,0.016492907724836293,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.5,0.1666666666666666,0.1666666666666666,0.1666666666666666
AC-BA-BH-BU-CA-CH-DF-ER-FP-RI-3Inulin-1Pectin-2Starch,-0.012553778321792683,-0.04910664211234285,0.011671626422968175,0.0,-0.05611153311717013,-0.01900685542366571,0.0,0.004020934717522727,-0.007473768666386604,0.0,0.028020051411456533,0.0016960630762494272,0.0,0.0,-0.011275645836980807,0.0,0.0,0.0,0.0,0.0,0.0,0.08217172327244447,0.030629102658066485,0.04721126666602989,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.5,0.1666666666666666,0.3333333333333333,0.0
AC-BA-BH-BU-CA-CH-DF-ER-FP-RI-3Inulin-1Pectin-2Xylan,0.0033391042509012753,-0.036403311183676124,0.006592638945827882,0.0,-0.031614082451495856,-0.021950216834536858,0.0,-0.0018643293684969346,-0.0036884058370358413,0.0,0.03543892539002829,-0.0011725087080978686,0.0,0.0,-0.0039009653652707734,0.0,0.0,0.0,0.0,0.0,0.0,0.06443271904976831,0.01600662197193338,0.0,0.0492617509379569,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.5,0.1666666666666666,0.0,0.3333333333333333
AC-BA-BH-BU-CA-CH-DF-ER-FP-RI-3Inulin-2Pectin-1Xylan,0.003899640300207668,-0.017779834982421663,-0.0026739398534927103,0.0,-0.025305424506465595,-0.01962555106729269,0.0,0.0003680077174471484,-0.004396402690973546,0.0,0.05709004133111901,0.002445348564328419,0.0,0.0,-0.011007995810359716,0.0,0.0,0.0,0.0,0.0,0.0,0.07592247524816129,0.046185077271527715,0.0,0.020824528894283705,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.5,0.3333333333333333,0.0,0.1666666666666666
